Fid,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,Type,Date_Time,Label,results
172.217.11.42-10.42.0.151-443-56797-6,C644590864,25,M,28007,M1823072687,28007,es_transportation,252362.18,PAYMENT,2019-12-18 01:49:45+09,1,1
10.42.0.211-10.42.0.1-57126-53-17,C947315968,35,F,28007,M348934600,28007,es_transportation,437378.28,CASH_OUT,2019-12-18 01:49:48+09,0,0
172.217.2.106-10.42.0.211-443-44450-6,C2064655298,37,F,28007,M1823072687,28007,es_transportation,138362.05,PAYMENT,2019-12-18 01:49:48+09,1,1
10.42.0.211-10.42.0.1-63050-53-17,C1359606474,29,F,28007,M1823072687,28007,es_transportation,84374.53,PAYMENT,2019-12-18 01:50:21+09,0,0
172.217.10.234-10.42.0.151-443-44413-6,C1475486134,29,M,28007,M1823072687,28007,es_transportation,469453.83,CASH_OUT,2019-12-18 01:50:31+09,1,1
10.42.0.211-31.13.80.52-37932-443-6,C1255231772,47,F,28007,M1823072687,28007,es_transportation,219121.4,CASH_OUT,2019-12-18 01:50:49+09,0,0
10.42.0.211-74.6.105.13-45277-443-6,C295094185,25,M,28007,M1823072687,28007,es_transportation,291363.57,DEBIT,2019-12-18 01:51:37+09,1,1
10.42.0.211-10.42.0.1-16943-53-17,C198230909,39,F,28007,M1823072687,28007,es_transportation,8300.45,PAYMENT,2019-12-18 01:52:29+09,0,0
172.217.10.110-10.42.0.211-443-53162-6,C167330970,30,F,28007,M1823072687,28007,es_transportation,16285.5,PAYMENT,2019-12-18 01:54:15+09,1,1
10.42.0.211-23.194.141.191-39216-443-6,C1565058518,34,M,28007,M1823072687,28007,es_transportation,174652.56,PAYMENT,2019-12-18 01:54:42+09,0,0
172.217.12.206-10.42.0.211-443-60291-6,C245117318,60,F,28007,M1198415165,28007,es_wellnessandbeauty,113161.97,CASH_OUT,2019-12-18 01:54:52+09,1,1
203.205.147.229-10.42.0.211-80-51924-6,C1577983313,45,M,28007,M1823072687,28007,es_transportation,75962.96,CASH_OUT,2019-12-18 01:56:01+09,0,0
10.42.0.211-10.42.0.1-2389-53-17,C861002792,55,F,28007,M1823072687,28007,es_transportation,4413.19,CASH_OUT,2019-12-18 01:56:49+09,0,0
10.42.0.151-36.51.254.232-40348-443-6,C734817849,34,M,28007,M1823072687,28007,es_transportation,4579.6,TRANSFER,2019-12-18 01:56:52+09,1,1
172.217.3.97-10.42.0.211-443-35404-6,C1214628974,36,F,28007,M1823072687,28007,es_transportation,186241.88,PAYMENT,2019-12-18 01:57:35+09,0,0
10.42.0.151-10.42.0.1-32978-53-17,C1378412230,62,F,28007,M1823072687,28007,es_transportation,14300.58,PAYMENT,2019-12-18 01:57:35+09,1,1
10.42.0.211-10.42.0.1-34830-53-17,C2012722039,57,F,28007,M1823072687,28007,es_transportation,129636.12,CASH_OUT,2019-12-18 01:58:11+09,0,0
10.42.0.211-64.71.142.124-42465-80-6,C805469502,23,M,28007,M348934600,28007,es_transportation,3330241.4,TRANSFER,2019-12-18 02:20:35+09,1,1
10.42.0.151-10.42.0.1-54682-53-17,C1350963410,37,F,28007,M480139044,28007,es_health,28027.82,CASH_OUT,2019-12-18 02:20:43+09,0,0
10.42.0.211-111.1.17.152-38081-8077-6,C381007057,68,F,28007,M480139044,28007,es_health,182964.66,PAYMENT,2019-12-18 02:21:03+09,0,0
10.42.0.151-52.6.215.24-39489-443-6,C2011457912,58,F,28007,M1823072687,28007,es_transportation,74059.15,PAYMENT,2019-12-18 02:21:06+09,0,0
10.42.0.211-74.6.105.9-35594-443-6,C1642222517,36,F,28007,M1823072687,28007,es_transportation,244169.19,CASH_IN,2019-12-18 02:43:16+09,1,1
222.73.28.96-10.42.0.42-80-56164-6,C1688560702,52,F,28007,M348934600,28007,es_transportation,181999.09,CASH_OUT,2019-12-18 02:45:42+09,0,0
10.42.0.151-10.42.0.1-5172-53-17,C1688560702,39,F,28007,M1823072687,28007,es_transportation,102578.39,CASH_IN,2019-12-18 02:45:59+09,0,0
10.42.0.42-104.244.43.131-57546-443-6,C1853381059,33,M,28007,M348934600,28007,es_transportation,350566.07,PAYMENT,2019-12-18 02:46:04+09,1,1
180.149.136.194-10.42.0.211-443-42034-6,C1853381059,48,M,28007,M1823072687,28007,es_transportation,7797.16,PAYMENT,2019-12-18 02:46:08+09,0,0
216.58.219.202-10.42.0.151-443-41628-6,C1083375349,23,F,28007,M85975013,28007,es_food,261663.57,CASH_IN,2019-12-18 02:46:24+09,1,1
10.42.0.151-10.42.0.1-46430-53-17,C352261908,38,M,28007,M1823072687,28007,es_transportation,18799.28,PAYMENT,2019-12-18 02:46:24+09,0,0
175.100.207.232-10.42.0.151-80-33161-6,C665247956,24,M,28007,M348934600,28007,es_transportation,96658.38,CASH_IN,2019-12-18 02:46:25+09,1,1
172.217.3.106-10.42.0.42-443-49285-6,C1087788850,38,M,28007,M1823072687,28007,es_transportation,359.07,PAYMENT,2019-12-18 02:49:36+09,0,0
220.181.7.190-10.42.0.211-443-41189-6,C1388726904,52,F,28007,M1823072687,28007,es_transportation,4699.16,CASH_IN,2019-12-18 02:52:17+09,1,1
182.22.65.140-10.42.0.151-443-37281-6,C1142118359,36,F,28007,M1823072687,28007,es_transportation,21515.4,PAYMENT,2019-12-18 02:52:19+09,0,0
172.217.10.227-10.42.0.151-443-34972-6,C1151600429,26,M,28007,M855959430,28007,es_hyper,42322.36,CASH_OUT,2019-12-18 02:53:38+09,0,0
10.42.0.211-13.107.3.128-42812-443-6,C655625028,35,F,28007,M348934600,28007,es_transportation,3624.06,CASH_OUT,2019-12-18 02:55:08+09,1,1
172.217.12.138-10.42.0.211-443-44881-6,C299068475,48,F,28007,M1823072687,28007,es_transportation,3929.74,CASH_IN,2019-12-18 02:56:09+09,0,0
10.42.0.211-113.108.216.233-59710-80-6,C435637901,59,M,28007,M1823072687,28007,es_transportation,18053.32,CASH_OUT,2019-12-18 02:56:41+09,0,0
222.73.28.96-10.42.0.211-80-56954-6,C976232384,46,M,28007,M1823072687,28007,es_transportation,4125.86,PAYMENT,2019-12-18 02:56:41+09,1,1
10.42.0.211-116.211.111.239-47191-80-6,C1895615571,49,M,28007,M1823072687,28007,es_transportation,15037.74,CASH_OUT,2019-12-18 03:25:26+09,0,0
172.217.7.131-10.42.0.151-443-41478-6,C1477499235,31,F,28007,M1823072687,28007,es_transportation,6501.47,CASH_OUT,2019-12-18 03:32:11+09,0,0
202.77.129.161-10.42.0.211-80-56999-6,C1002759277,29,F,28007,M1823072687,28007,es_transportation,18143.67,CASH_OUT,2019-12-18 03:32:21+09,0,0
10.42.0.211-23.206.173.182-55681-80-6,C964866248,45,M,28007,M1823072687,28007,es_transportation,4521.29,CASH_IN,2019-12-18 03:32:28+09,1,1
172.217.7.163-10.42.0.211-443-32887-6,C1112424232,32,F,28007,M348934600,28007,es_transportation,24871.68,CASH_OUT,2019-12-18 03:32:42+09,0,0
203.205.158.62-10.42.0.151-80-37702-6,C1112424232,40,F,28007,M1823072687,28007,es_transportation,21429.42,CASH_IN,2019-12-18 03:32:45+09,0,0
10.42.0.211-10.42.0.1-24345-53-17,C1954938610,69,M,28007,M348934600,28007,es_transportation,3123.69,TRANSFER,2019-12-18 03:33:17+09,1,1
198.11.136.24-10.42.0.42-443-44352-6,C1597422235,28,F,28007,M85975013,28007,es_food,3471.47,TRANSFER,2019-12-18 03:33:59+09,0,0
10.42.0.1-10.42.0.42-53-33235-17,C83086349,74,M,28007,M1823072687,28007,es_transportation,8721.79,TRANSFER,2019-12-18 03:33:59+09,1,1
208.80.154.224-10.42.0.151-443-46442-6,C553434543,48,M,28007,M1823072687,28007,es_transportation,1680.52,TRANSFER,2019-12-18 03:38:33+09,0,0
10.42.0.211-77.234.41.79-42500-443-6,C524663308,35,F,28007,M1823072687,28007,es_transportation,5043.08,TRANSFER,2019-12-18 03:38:41+09,1,1
172.217.9.238-10.42.0.151-443-58162-6,C798889135,50,M,28007,M1823072687,28007,es_transportation,3951.39,PAYMENT,2019-12-18 03:38:50+09,0,0
10.42.0.211-10.42.0.1-21854-53-17,C937166633,38,F,28007,M348934600,28007,es_transportation,2205.82,PAYMENT,2019-12-18 03:39:36+09,0,0
10.42.0.42-54.230.36.66-45308-443-6,C1293338142,42,F,28007,M1823072687,28007,es_transportation,12940.91,PAYMENT,2019-12-18 03:39:58+09,1,1
172.217.10.142-10.42.0.151-443-56748-6,C777971561,45,F,28007,M1741626453,28007,es_sportsandtoys,2327.63,CASH_IN,2019-12-18 03:40:04+09,0,0
10.42.0.42-66.198.24.224-51857-443-6,C1991820533,38,M,28007,M1823072687,28007,es_transportation,18007.4,PAYMENT,2019-12-18 03:40:25+09,0,0
172.217.9.234-10.42.0.151-443-35688-6,C1801270098,51,M,28007,M348934600,28007,es_transportation,129007.03,PAYMENT,2019-12-18 03:41:04+09,1,1
220.243.219.55-10.42.0.211-80-41409-6,C996804095,38,M,28007,M348934600,28007,es_transportation,4434.89,CASH_IN,2019-12-18 03:41:44+09,0,0
10.42.0.211-104.192.110.245-46181-443-6,C1850870588,46,M,28007,M1823072687,28007,es_transportation,190020.78,PAYMENT,2019-12-18 03:42:05+09,0,0
10.42.0.211-66.198.24.224-45255-443-6,C1040272582,30,M,28007,M85975013,28007,es_food,138261.35,CASH_OUT,2019-12-18 03:43:43+09,1,1
10.42.0.211-108.174.10.10-57719-443-6,C1468001998,45,F,28007,M1823072687,28007,es_transportation,258191.92,CASH_IN,2019-12-18 03:44:17+09,0,0
172.217.10.99-10.42.0.211-443-55113-6,C1817318774,31,F,28007,M348934600,28007,es_transportation,128734.62,PAYMENT,2019-12-18 04:02:58+09,1,1
10.42.0.211-52.203.81.17-39458-443-6,C489185823,36,F,28007,M1823072687,28007,es_transportation,26566.49,DEBIT,2019-12-18 04:02:59+09,0,0
10.42.0.211-10.42.0.1-4849-53-17,C1130847219,49,M,28007,M348934600,28007,es_transportation,379131.12,PAYMENT,2019-12-18 04:03:16+09,0,0
8.0.6.4-8.6.0.1-0-0-0,C831378949,39,M,28007,M348934600,28007,es_transportation,229220.68,PAYMENT,2019-12-18 04:03:36+09,0,0
10.42.0.151-115.239.210.141-35218-443-6,C845102514,48,M,28007,M1823072687,28007,es_transportation,340642.91,CASH_IN,2019-12-18 04:04:05+09,1,1
10.42.0.151-64.71.142.124-36898-80-6,C1035154937,55,M,28007,M855959430,28007,es_hyper,117217.19,PAYMENT,2019-12-18 04:04:07+09,0,0
10.42.0.211-23.194.141.191-58966-443-6,C423250256,36,F,28007,M1823072687,28007,es_transportation,118312.63,CASH_OUT,2019-12-18 04:05:19+09,0,0
203.205.158.52-10.42.0.211-80-54802-6,C1901064095,25,F,28007,M1053599405,28007,es_health,242156.91,PAYMENT,2019-12-18 04:14:49+09,1,1
10.42.0.42-119.146.74.34-50413-80-6,C1901064095,47,F,28007,M1913465890,28007,es_health,32268.72,CASH_OUT,2019-12-18 04:15:10+09,0,0
10.42.0.151-52.54.236.216-46215-443-6,C1092512638,41,F,28007,M1823072687,28007,es_transportation,14122.18,PAYMENT,2019-12-18 04:15:16+09,0,0
10.42.0.211-123.125.115.164-40828-443-6,C1213984358,38,F,28007,M1823072687,28007,es_transportation,92351.71,PAYMENT,2019-12-18 04:15:23+09,1,1
203.205.179.172-10.42.0.211-80-38106-6,C1299279378,29,F,28007,M348934600,28007,es_transportation,215161.32,PAYMENT,2019-12-18 04:16:10+09,0,0
10.42.0.211-10.42.0.1-3346-53-17,C1147125608,34,M,28007,M1823072687,28007,es_transportation,348821.62,PAYMENT,2019-12-18 04:16:12+09,0,0
10.42.0.211-108.168.180.124-41957-5222-6,C1911293580,33,M,28007,M1823072687,28007,es_transportation,161304.11,PAYMENT,2019-12-18 04:16:08+09,1,1
10.42.0.211-31.13.80.5-40597-443-6,C433481742,66,F,28007,M1823072687,28007,es_transportation,267685.78,PAYMENT,2019-12-18 04:16:11+09,0,0
180.149.153.234-10.42.0.42-80-50082-6,C285984841,29,M,28007,M1823072687,28007,es_transportation,54324.62,PAYMENT,2019-12-18 04:16:21+09,0,0
172.217.12.138-10.42.0.151-443-57624-6,C142595093,44,F,28007,M348934600,28007,es_transportation,26677.58,CASH_OUT,2019-12-18 04:16:26+09,1,1
174.35.73.98-10.42.0.151-80-55065-6,C106931168,47,F,28007,M1823072687,28007,es_transportation,267804.49,CASH_IN,2019-12-18 04:34:08+09,0,0
10.42.0.211-52.84.29.137-58297-443-6,C1054818236,39,M,28007,M1823072687,28007,es_transportation,194974.79,CASH_OUT,2019-12-18 04:35:57+09,0,0
157.240.2.25-10.42.0.211-443-40058-6,C1188590334,44,F,28007,M1823072687,28007,es_transportation,175814.23,CASH_OUT,2019-12-18 04:49:55+09,0,0
172.217.7.195-10.42.0.211-443-57240-6,C691839786,40,M,28007,M1946091778,28007,es_wellnessandbeauty,37122.81,PAYMENT,2019-12-18 04:50:17+09,0,0
10.42.0.151-64.71.142.125-38977-443-6,C95356,39,M,28007,M1823072687,28007,es_transportation,105944.82,PAYMENT,2019-12-18 04:55:58+09,1,1
183.3.235.80-10.42.0.151-80-53231-6,C1376050027,50,F,28007,M1823072687,28007,es_transportation,166436.07,TRANSFER,2019-12-18 05:02:36+09,0,0
10.42.0.211-10.42.0.1-47053-53-17,C581581060,52,F,28007,M348934600,28007,es_transportation,104414.84,CASH_OUT,2019-12-18 05:09:07+09,0,0
216.58.219.238-10.42.0.151-443-38900-6,C707769587,54,F,28007,M1823072687,28007,es_transportation,48314.34,PAYMENT,2019-12-18 05:09:41+09,1,1
10.42.0.42-108.174.10.10-55648-80-6,C1142956269,34,M,28007,M348934600,28007,es_transportation,258070.18,CASH_OUT,2019-12-18 05:10:19+09,0,0
219.142.78.162-10.42.0.211-443-51909-6,C819690995,60,F,28007,M1823072687,28007,es_transportation,63332.35,CASH_OUT,2019-12-18 05:10:21+09,0,0
192.229.163.180-10.42.0.211-443-50431-6,C923543549,22,F,28007,M1823072687,28007,es_transportation,8809.77,PAYMENT,2019-12-18 05:11:23+09,0,0
239.255.255.250-10.42.0.1-1900-35532-17,C662396672,58,M,28007,M1823072687,28007,es_transportation,44701.37,PAYMENT,2019-12-18 05:11:26+09,1,1
10.42.0.42-52.84.29.55-46478-443-6,C1441133487,55,M,28007,M1823072687,28007,es_transportation,105034.95,CASH_OUT,2019-12-18 05:11:28+09,0,0
10.42.0.211-10.42.0.1-64947-53-17,C922544599,62,F,28007,M1823072687,28007,es_transportation,220750.02,PAYMENT,2019-12-18 05:11:37+09,1,1
10.42.0.211-121.12.98.63-49707-80-6,C6094907,43,M,28007,M1823072687,28007,es_transportation,21472.02,TRANSFER,2019-12-18 05:11:59+09,0,0
216.58.212.163-10.42.0.151-443-51919-6,C1630697663,26,F,28007,M1823072687,28007,es_transportation,37295.26,TRANSFER,2019-12-18 05:13:05+09,1,1
140.205.32.3-10.42.0.211-443-56388-6,C230958403,37,M,28007,M1823072687,28007,es_transportation,111671.83,TRANSFER,2019-12-18 05:13:30+09,0,0
172.217.9.238-10.42.0.151-443-51475-6,C1928005021,32,F,28007,M1053599405,28007,es_health,102759.21,TRANSFER,2019-12-18 05:14:21+09,1,1
172.217.11.46-10.42.0.42-443-35203-6,C1928005021,33,F,28007,M1913465890,28007,es_health,111514.61,TRANSFER,2019-12-18 05:15:16+09,0,0
175.100.207.232-10.42.0.211-443-44532-6,C810569063,43,F,28007,M1823072687,28007,es_transportation,255810.28,TRANSFER,2019-12-18 05:15:43+09,1,1
172.217.6.196-10.42.0.211-443-46871-6,C497088099,44,M,28007,M1823072687,28007,es_transportation,413550.46,TRANSFER,2019-12-18 05:15:46+09,0,0
219.142.78.162-10.42.0.151-443-46190-6,C1385354747,37,M,28007,M1823072687,28007,es_transportation,143964.51,TRANSFER,2019-12-18 05:16:11+09,0,0
180.163.255.159-10.42.0.211-443-40634-6,C1599273075,49,M,28007,M348934600,28007,es_transportation,20058.49,TRANSFER,2019-12-18 05:15:53+09,0,0
172.217.6.238-10.42.0.211-443-38998-6,C1599273075,34,M,28007,M1823072687,28007,es_transportation,112328.78,CASH_OUT,2019-12-18 05:16:00+09,1,1
10.42.0.211-123.125.29.220-55274-80-6,C1631930247,40,M,28007,M349281107,28007,es_fashion,19778.94,CASH_OUT,2019-12-18 05:16:33+09,0,0
172.217.10.106-10.42.0.151-443-37097-6,C1631930247,42,M,28007,M1600850729,28007,es_fashion,48248.07,CASH_OUT,2019-12-18 05:16:48+09,0,0
10.42.0.211-10.42.0.1-47446-53-17,C1018653381,36,F,28007,M1823072687,28007,es_transportation,357605.08,CASH_OUT,2019-12-18 05:16:56+09,1,1
202.77.129.230-10.42.0.211-80-40761-6,C714086473,46,F,28007,M85975013,28007,es_food,20325.1,CASH_OUT,2019-12-18 05:16:59+09,0,0
10.42.0.211-87.240.165.91-55927-443-6,C1374422827,32,M,28007,M1823072687,28007,es_transportation,194949.91,CASH_OUT,2019-12-18 05:17:09+09,1,1
10.42.0.1-10.42.0.42-53-45152-17,C1679430600,24,M,28007,M1823072687,28007,es_transportation,13450.25,CASH_OUT,2019-12-18 05:17:14+09,0,0
172.217.10.232-10.42.0.211-443-38021-6,C1229114783,44,F,28007,M348934600,28007,es_transportation,183311.93,CASH_OUT,2019-12-18 05:18:04+09,0,0
192.229.173.173-10.42.0.211-80-60489-6,C1206604144,33,F,28007,M1823072687,28007,es_transportation,160407.84,CASH_OUT,2019-12-18 05:18:55+09,1,1
10.42.0.211-23.194.181.103-37339-443-6,C907665937,38,F,28007,M1823072687,28007,es_transportation,118547.21,CASH_OUT,2019-12-18 05:19:02+09,0,0
172.217.10.42-10.42.0.151-443-57369-6,C58324694,42,F,28007,M855959430,28007,es_hyper,232726.92,CASH_OUT,2019-12-18 05:19:07+09,0,0
183.79.215.138-10.42.0.42-443-35629-6,C213197624,35,F,28007,M1823072687,28007,es_transportation,295844.34,CASH_OUT,2019-12-18 05:19:56+09,1,1
172.217.11.14-10.42.0.211-443-39949-6,C118836015,52,F,28007,M85975013,28007,es_food,106302.22,CASH_OUT,2019-12-18 05:20:14+09,0,0
239.255.255.250-10.42.0.1-1900-56792-17,C2112350124,38,F,28007,M1823072687,28007,es_transportation,30670.07,CASH_OUT,2019-12-18 05:20:26+09,0,0
140.205.134.25-10.42.0.151-443-38000-6,C1510459992,25,M,28007,M1823072687,28007,es_transportation,129684.91,TRANSFER,2019-12-18 05:27:53+09,1,1
10.42.0.211-123.125.29.220-58310-80-6,C1480064437,56,F,28007,M348934600,28007,es_transportation,287675.53,CASH_OUT,2019-12-18 05:27:57+09,0,0
10.42.0.42-64.71.142.110-48408-443-6,C1561307190,56,F,28007,M348934600,28007,es_transportation,179823.33,TRANSFER,2019-12-18 05:28:00+09,0,0
172.217.3.100-10.42.0.211-443-59752-6,C1814746822,23,M,28007,M85975013,28007,es_food,312008.11,CASH_IN,2019-12-18 05:28:07+09,1,1
172.217.12.142-10.42.0.151-443-60387-6,C803065678,53,M,28007,M1823072687,28007,es_transportation,840847.0,CASH_OUT,2019-12-18 05:28:55+09,0,0
10.42.0.151-40.122.44.96-38120-443-6,C489708690,47,F,28007,M85975013,28007,es_food,409364.79,PAYMENT,2019-12-18 05:31:38+09,1,1
180.163.255.159-10.42.0.211-80-56832-6,C333185464,45,M,28007,M1823072687,28007,es_transportation,242514.94,CASH_IN,2019-12-18 05:32:23+09,0,0
8.8.8.8-10.42.0.151-53-44554-17,C1807765388,33,F,28007,M1823072687,28007,es_transportation,7753.08,TRANSFER,2019-12-18 05:35:17+09,0,0
172.217.11.14-10.42.0.151-443-36858-6,C652001804,56,M,28007,M209847108,28007,es_wellnessandbeauty,18095.01,CASH_IN,2019-12-18 05:35:45+09,1,1
10.42.0.211-106.39.169.66-33616-443-6,C652001804,43,M,28007,M78078399,28007,es_wellnessandbeauty,12503.31,CASH_IN,2019-12-18 05:35:54+09,0,0
10.42.0.151-31.13.71.3-42458-443-6,C652001804,49,M,28007,M97925176,28007,es_wellnessandbeauty,9125.34,TRANSFER,2019-12-18 05:38:53+09,0,0
10.42.0.211-104.193.88.109-54701-80-6,C289617636,36,M,28007,M1352454843,28007,es_hotelservices,30166.03,CASH_OUT,2019-12-18 05:39:31+09,1,1
10.42.0.211-66.155.99.59-42908-443-6,C352968107,58,M,28007,M1823072687,28007,es_transportation,13563.22,CASH_OUT,2019-12-18 05:39:31+09,0,0
157.55.130.145-10.42.0.42-40023-46360-17,C841747618,35,M,28007,M85975013,28007,es_food,7120.72,PAYMENT,2019-12-18 05:40:51+09,0,0
10.42.0.211-104.88.89.135-38022-443-6,C312072263,66,F,28007,M348934600,28007,es_transportation,225354.27,PAYMENT,2019-12-18 05:41:16+09,0,0
10.42.0.211-40.69.219.199-46664-443-6,C1345265337,43,M,28007,M1823072687,28007,es_transportation,4116.17,PAYMENT,2019-12-18 05:41:45+09,1,1
180.149.153.234-10.42.0.211-80-38431-6,C1453917071,42,F,28007,M85975013,28007,es_food,178963.29,PAYMENT,2019-12-18 05:41:59+09,0,0
10.42.0.211-72.21.206.140-55232-443-6,C704456922,43,M,28007,M348934600,28007,es_transportation,557006.39,CASH_IN,2019-12-18 05:44:37+09,1,1
10.42.0.211-64.71.142.120-37387-443-6,C827822455,54,M,28007,M85975013,28007,es_food,101932.25,CASH_OUT,2019-12-18 05:47:06+09,0,0
10.42.0.211-103.235.46.212-55404-443-6,C757234945,36,F,28007,M85975013,28007,es_food,8564.0,PAYMENT,2019-12-18 05:47:32+09,1,1
10.42.0.211-77.234.44.201-34797-80-6,C980475207,43,F,28007,M1823072687,28007,es_transportation,178.21,CASH_OUT,2019-12-18 05:49:40+09,0,0
140.205.230.49-10.42.0.42-443-46058-6,C1040980271,68,M,28007,M1823072687,28007,es_transportation,8096.65,CASH_OUT,2019-12-18 05:49:44+09,1,1
172.217.6.206-10.42.0.151-443-43785-6,C413843100,60,F,28007,M1823072687,28007,es_transportation,9562.94,CASH_OUT,2019-12-18 05:49:55+09,0,0
180.149.153.234-10.42.0.211-80-47932-6,C99594781,32,F,28007,M1946091778,28007,es_wellnessandbeauty,286931.87,CASH_OUT,2019-12-18 05:57:52+09,1,1
10.42.0.211-98.139.180.180-45351-443-6,C212188289,55,M,28007,M1823072687,28007,es_transportation,25863.03,CASH_OUT,2019-12-18 05:57:58+09,0,0
10.42.0.151-104.97.95.172-51878-80-6,C1386324281,39,M,28007,M1823072687,28007,es_transportation,309852.93,CASH_OUT,2019-12-18 05:58:31+09,0,0
10.42.0.211-115.239.210.141-38602-80-6,C1605127736,60,M,28007,M1823072687,28007,es_transportation,6062.24,CASH_OUT,2019-12-18 05:58:32+09,1,1
172.217.10.35-10.42.0.42-443-58909-6,C275926123,42,M,28007,M348934600,28007,es_transportation,272494.87,CASH_OUT,2019-12-18 05:59:32+09,0,0
216.58.219.202-10.42.0.151-443-33556-6,C1187799344,50,M,28007,M1823072687,28007,es_transportation,27337.61,CASH_IN,2019-12-18 05:59:46+09,1,1
202.77.129.150-10.42.0.211-443-39759-6,C1703319891,23,F,28007,M1823072687,28007,es_transportation,8776.97,PAYMENT,2019-12-18 06:32:03+09,0,0
10.42.0.211-91.190.216.56-53981-12350-6,C576545848,39,M,28007,M1823072687,28007,es_transportation,1918327.19,CASH_OUT,2019-12-18 06:31:24+09,1,1
10.42.0.151-10.42.0.1-10622-53-17,C313157633,32,M,28007,M1823072687,28007,es_transportation,4791.62,CASH_OUT,2019-12-18 06:31:51+09,0,0
10.42.0.211-10.42.0.1-17428-53-17,C1780824451,56,M,28007,M85975013,28007,es_food,1159973.02,PAYMENT,2019-12-18 06:34:47+09,0,0
10.42.0.211-54.221.198.70-39377-443-6,C1034685704,61,F,28007,M1823072687,28007,es_transportation,12770.8,CASH_OUT,2019-12-18 06:35:08+09,1,1
10.42.0.211-111.206.25.159-42858-80-6,C1264224372,34,M,28007,M1823072687,28007,es_transportation,15497.81,PAYMENT,2019-12-18 06:36:35+09,0,0
10.42.0.211-52.40.87.241-58361-443-6,C1361037703,48,M,28007,M1823072687,28007,es_transportation,30493.78,PAYMENT,2019-12-18 06:36:17+09,1,1
10.42.0.211-10.42.0.1-1587-53-17,C1174217921,34,M,28007,M1823072687,28007,es_transportation,28762.54,CASH_OUT,2019-12-18 06:36:43+09,0,0
10.42.0.42-123.125.29.138-33925-80-6,C1996918734,42,M,28007,M1823072687,28007,es_transportation,108450.68,PAYMENT,2019-12-18 06:38:53+09,1,1
10.42.0.211-64.71.142.110-51251-80-6,C616472041,49,M,28007,M1823072687,28007,es_transportation,73063.58,CASH_OUT,2019-12-18 06:40:32+09,0,0
175.100.207.232-10.42.0.151-80-40395-6,C383264569,29,F,28007,M1823072687,28007,es_transportation,2397.14,PAYMENT,2019-12-18 06:47:51+09,0,0
172.217.6.206-10.42.0.151-443-50513-17,C1865204568,43,M,28007,M1313686961,28007,es_contents,9927.84,CASH_OUT,2019-12-18 06:49:35+09,1,1
172.217.10.234-10.42.0.151-443-60359-6,C301483725,63,M,28007,M1823072687,28007,es_transportation,91909.57,PAYMENT,2019-12-18 07:02:25+09,0,0
10.42.0.211-10.42.0.1-18327-53-17,C115986226,34,F,28007,M1823072687,28007,es_transportation,141480.56,PAYMENT,2019-12-18 07:03:00+09,1,1
10.42.0.211-69.147.82.60-42760-443-6,C353418507,60,M,28007,M1823072687,28007,es_transportation,4083.49,TRANSFER,2019-12-18 07:06:04+09,0,0
172.217.9.238-10.42.0.42-443-59588-6,C1035154937,39,M,28007,M480139044,28007,es_health,172561.04,PAYMENT,2019-12-18 07:06:57+09,1,1
10.42.0.211-106.39.162.36-53897-80-6,C1432312197,39,M,28007,M480139044,28007,es_health,150512.18,CASH_IN,2019-12-18 07:07:26+09,0,0
10.42.0.211-104.16.93.65-56869-443-6,C75274383,32,M,28007,M349281107,28007,es_fashion,2755930.62,PAYMENT,2019-12-18 07:08:26+09,1,1
198.105.244.11-10.42.0.211-80-43366-6,C1741401017,39,M,28007,M1823072687,28007,es_transportation,29418.31,CASH_OUT,2019-12-18 07:08:35+09,0,0
172.217.3.106-10.42.0.151-443-47729-6,C1899061870,54,F,28007,M1823072687,28007,es_transportation,176727.89,PAYMENT,2019-12-18 07:09:39+09,1,1
10.42.0.211-10.42.0.1-61491-53-17,C892313955,71,M,28007,M1823072687,28007,es_transportation,379324.85,TRANSFER,2019-12-18 07:42:01+09,0,0
10.42.0.211-10.42.0.1-3129-53-17,C941334726,46,F,28007,M1823072687,28007,es_transportation,10271.95,CASH_IN,2019-12-18 07:44:19+09,1,1
172.217.6.208-10.42.0.211-443-60431-6,C1223439629,30,M,28007,M1823072687,28007,es_transportation,3870.28,PAYMENT,2019-12-18 07:44:17+09,0,0
172.217.6.206-10.42.0.151-443-39335-6,C1259389151,59,F,28007,M209847108,28007,es_wellnessandbeauty,14176.8,PAYMENT,2019-12-18 08:09:34+09,1,1
216.58.219.196-10.42.0.151-443-53391-6,C1259389151,26,F,28007,M78078399,28007,es_wellnessandbeauty,234607.13,PAYMENT,2019-12-18 08:22:35+09,0,0
10.42.0.151-54.230.38.227-51160-443-6,C1867965524,46,M,28007,M348934600,28007,es_transportation,8902.91,PAYMENT,2019-12-18 08:30:31+09,0,0
10.42.0.211-10.42.0.1-65010-53-17,C1867965524,31,M,28007,M1823072687,28007,es_transportation,8077.49,PAYMENT,2019-12-18 08:30:42+09,0,0
172.217.12.164-10.42.0.211-443-53973-6,C631654729,46,F,28007,M1823072687,28007,es_transportation,9232.62,CASH_OUT,2019-12-18 08:30:44+09,1,1
10.42.0.211-115.239.210.141-47027-443-6,C402994775,35,M,28007,M1823072687,28007,es_transportation,187.62,CASH_OUT,2019-12-18 08:30:46+09,0,0
